group,names,scores,logfoldchanges,pvals,pvals_adj
0,SIRPG,2.0886636,,0.03673801152588075,0.26602020576114366
0,CCT4,2.07894,,0.03762287354804887,0.2700999084493429
0,RP11-18H21.1,2.0649564,,0.03892711262615814,0.2759164708325927
0,BEX4,2.0354621,,0.04180438861347753,0.2901801182032078
0,PPP1R2,1.9105519,,0.05606219187321155,0.365220686863349
0,NAP1L4,1.9032077,,0.05701345118158642,0.3666711732541005
0,SMDT1,1.7777392,,0.0754466956303816,0.46412826148381336
0,DNAJA3,1.77063,,0.07662224613263398,0.464580064653591
0,CCDC66,1.7460417,,0.08080372162625048,0.48106079199672336
0,TTC3,1.7325282,,0.08317954885226748,0.4924718583518072
0,FKBP5,1.6824701,,0.09247771078872294,0.5318789480505693
0,MDS2,1.6697793,,0.0949630284650591,0.5430698190345566
0,UBE2D2,1.6530639,,0.0983178542272748,0.5559377543806298
0,CHD2,1.516256,,0.12945463250374534,0.6751092622539879
0,AKTIP,1.5091175,,0.13126877601510237,0.6810413559752605
0,NEMF,1.4854691,,0.1374196089154864,0.696790107674746
0,UBAC2,1.4769498,,0.13968909558659454,0.6992876794447005
0,TAF1D,1.4621732,,0.1436937409220932,0.7124519716161911
0,KIAA1430,1.4289774,,0.1530107228587911,0.7414320673077143
0,MAGEH1,1.428243,,0.1532219274714402,0.7414320673077143
0,SLFN5,1.4162573,,0.15670019877334418,0.750275086207167
0,CARS,1.4142597,,0.1572856862292223,0.750275086207167
0,GIMAP2,1.3793305,,0.16779285534354138,0.7855046925733693
0,NOG,1.3702825,,0.17059873234089917,0.7912793737378573
0,DIMT1,1.3326508,,0.18264643335340414,0.8280794377036093
0,EIF3D,1.2935796,,0.19581067747917336,0.8682090171047929
0,RBM4,1.2634389,,0.20643147279375795,0.8925609423795817
0,DENND2D,1.2612063,,0.20723452470690562,0.8925609423795817
0,TCEAL4,1.2261304,,0.2201496183490771,0.9234378922364825
0,GPR183,1.2260128,,0.22019383421436245,0.9234378922364825
0,C14orf1,1.2129695,,0.22514146309392025,0.9422240440916039
0,FAM107B,1.2095325,,0.2264583486223799,0.9438108815255709
0,RDH14,1.1850028,,0.23601633939932976,0.9597043767106291
0,IL23A,1.1838571,,0.23646963281096478,0.9597043767106291
0,GGNBP2,1.1564779,,0.24748573671298213,0.9936605909769135
0,RIOK2,1.1296275,,0.2586332327112625,0.9991093058842905
0,PITPNA-AS1,1.1239871,,0.2610184929395106,0.9991093058842905
0,CCND2,1.1184937,,0.26335621921402264,0.9991093058842905
0,LYRM4,1.1107675,,0.26666842308828553,0.9991093058842905
0,HAPLN3,1.098723,,0.2718888921271728,0.9991093058842905
0,MRPL1,1.0982823,,0.2720812026197761,0.9991093058842905
0,SUCLG2,1.0951097,,0.2734685867466786,0.9991093058842905
0,CD96,1.0828302,,0.27888381312000154,0.9991093058842905
0,MTERFD2,1.0586824,,0.28974444258523924,0.9991093058842905
0,FHL1,1.042584,,0.2971410484540683,0.9991093058842905
0,THYN1,1.0218439,,0.30685480905006757,0.9991093058842905
0,AP3M2,1.0173786,,0.3089733695977789,0.9991093058842905
0,GALT,1.0118852,,0.3115929904632352,0.9991093058842905
0,PTPRCAP,1.0045115,,0.31513212030038973,0.9991093058842905
0,ADPRM,1.0008981,,0.3168760407077863,0.9991093058842905
0,RP11-349A22.5,0.99790174,,0.3183270110194578,0.9991093058842905
0,C16orf54,0.97316647,,0.3304705881294132,0.9991093058842905
0,ISCA2,0.955511,,0.3393193654552622,0.9991093058842905
0,CITED4,0.94514096,,0.3445869280592121,0.9991093058842905
0,SRP9,0.9332727,,0.35067918918129126,0.9991093058842905
0,SLC40A1,0.92372525,,0.35562939587803233,0.9991093058842905
0,PNRC1,0.91467714,,0.36036113906070566,0.9991093058842905
0,ARRDC3,0.9071861,,0.36430841134528225,0.9991093058842905
0,NDUFAF4,0.90148693,,0.36732946445339554,0.9991093058842905
0,NKTR,0.86984813,,0.3843834175124442,0.9991093058842905
0,CAMK2G,0.86978936,,0.38441553080301283,0.9991093058842905
0,DNMT3A,0.862357,,0.388491087568148,0.9991093058842905
0,SEPHS2,0.8614757,,0.38897609420659596,0.9991093058842905
0,BZRAP1-AS1,0.8292787,,0.4069467225735459,0.9991093058842905
0,RCN2,0.8126808,,0.41640110095333016,0.9991093058842905
0,RRS1,0.8114176,,0.4171259063986391,0.9991093058842905
0,DEXI,0.8110063,,0.41736204998366044,0.9991093058842905
0,ADSL,0.804279,,0.4212358573924996,0.9991093058842905
0,THOC7,0.80178195,,0.4226790850152211,0.9991093058842905
0,ABCD4,0.80113566,,0.4230530975934087,0.9991093058842905
0,MPHOSPH10,0.79484904,,0.4267013174615176,0.9991093058842905
0,NARG2,0.79449654,,0.4269064321631548,0.9991093058842905
0,UBIAD1,0.78785735,,0.43078014590256986,0.9991093058842905
0,AC093323.3,0.7833627,,0.43341415187883137,0.9991093058842905
0,SSBP1,0.78086567,,0.4348815042780131,0.9991093058842905
0,CD48,0.76982,,0.44140668532605176,0.9991093058842905
0,LRBA,0.75513154,,0.4501700464075935,0.9991093058842905
0,RP5-1073O3.7,0.74487907,,0.45634484249680063,0.9991093058842905
0,GPR171,0.7344503,,0.4626743578263839,0.9991093058842905
0,TKTL1,0.71097815,,0.4770977578245521,0.9991093058842905
0,DEF6,0.7016657,,0.4828876545062296,0.9991093058842905
0,ZFYVE28,0.70060813,,0.48354758698375844,0.9991093058842905
0,MINA,0.692412,,0.4886786200823894,0.9991093058842905
0,RIOK1,0.6732289,,0.5008016491545508,0.9991093058842905
0,C4orf3,0.67281765,,0.5010632951039297,0.9991093058842905
0,PPP1R8,0.66077316,,0.5087577934332617,0.9991093058842905
0,EHMT2,0.66068506,,0.5088143219893314,0.9991093058842905
0,SPG20,0.65583783,,0.5119284546864697,0.9991093058842905
0,TOP1MT,0.64629036,,0.5180913123803785,0.9991093058842905
0,TTPAL,0.64402837,,0.5195570371134528,0.9991093058842905
0,ABRACL,0.6353622,,0.5251922127191369,0.9991093058842905
0,PHF5A,0.6205269,,0.53491094831478,0.9991093058842905
0,WHAMM,0.6107444,,0.5413687968273988,0.9991093058842905
0,CGRRF1,0.60877615,,0.5426728125810314,0.9991093058842905
0,DUS3L,0.60748357,,0.5435300318379923,0.9991093058842905
0,ARL16,0.606426,,0.5442318939437173,0.9991093058842905
0,PIK3R1,0.6063379,,0.5442904027842203,0.9991093058842905
0,RPUSD2,0.6056916,,0.5447195631314155,0.9991093058842905
0,EXOSC8,0.6004038,,0.5482371763179845,0.9991093058842905
0,TBCK,0.59232515,,0.5536328847199661,0.9991093058842905
0,URGCP,0.5830421,,0.5598649868069461,0.9991093058842905
0,REXO2,0.5798987,,0.5619829068233053,0.9991093058842905
0,DNAJB14,0.5770786,,0.563886385786209,0.9991093058842905
0,DHX9,0.5741409,,0.565872473049158,0.9991093058842905
0,FXN,0.5732008,,0.5665087296031075,0.9991093058842905
0,ILF3-AS1,0.56526905,,0.571890760579479,0.9991093058842905
0,TDG,0.5635946,,0.5730300666575837,0.9991093058842905
0,PACS1,0.56012815,,0.5753920461146331,0.9991093058842905
0,CEP68,0.54637975,,0.5848049142006244,0.9991093058842905
0,PPIL4,0.54253143,,0.5874524803391937,0.9991093058842905
0,CD320,0.54068065,,0.5887277095189711,0.9991093058842905
0,SURF1,0.5392118,,0.5897407050392153,0.9991093058842905
0,NUP54,0.5332483,,0.5938616949803974,0.9991093058842905
0,LARS,0.527843,,0.5976083197395825,0.9991093058842905
0,BUB3,0.5259922,,0.5988935955965456,0.9991093058842905
0,RBM48,0.52575725,,0.599056894867009,0.9991093058842905
0,TMEM14B,0.52487594,,0.5996694467937194,0.9991093058842905
0,CCDC91,0.5244353,,0.5999758290600906,0.9991093058842905
0,XRRA1,0.5177667,,0.6046210334527793,0.9991093058842905
0,ENTPD3-AS1,0.5161804,,0.6057284312918699,0.9991093058842905
0,PLD6,0.51383024,,0.6073706875526144,0.9991093058842905
0,FBXO33,0.51353645,,0.6075761092466156,0.9991093058842905
0,S100B,0.5090712,,0.6107023271576602,0.9991093058842905
0,THEM4,0.5042534,,0.6140833294635535,0.9991093058842905
0,USP33,0.5007869,,0.6165210925022182,0.9991093058842905
0,CCT7,0.5004638,,0.6167485577597711,0.9991093058842905
0,SERPINE2,0.49925932,,0.6175967067779264,0.9991093058842905
0,ZNF276,0.4836896,,0.628606174505775,0.9991093058842905
0,ACTR6,0.47992936,,0.6312776193212211,0.9991093058842905
0,API5,0.47828427,,0.6324478954951394,0.9991093058842905
0,PRMT2,0.47716793,,0.6332425362380598,0.9991093058842905
0,USP20,0.4739365,,0.6355451960768435,0.9991093058842905
0,RFC1,0.4708813,,0.6377255023246153,0.9991093058842905
0,ORC2,0.47029376,,0.6381451523376862,0.9991093058842905
0,OXLD1,0.4687368,,0.6392577854393937,0.9991093058842905
0,PAXIP1-AS1,0.46121633,,0.6446434129404401,0.9991093058842905
0,RORA,0.45610476,,0.6483146531200717,0.9991093058842905
0,PITHD1,0.45210952,,0.651190098420383,0.9991093058842905
0,GTF2H2,0.45146322,,0.651655733434267,0.9991093058842905
0,NSA2,0.4504644,,0.6523756183978415,0.9991093058842905
0,GTF3A,0.44408962,,0.6569777862694928,0.9991093058842905
0,SCAPER,0.43806738,,0.6613374436559047,0.9991093058842905
0,BOLA3,0.43806738,,0.6613374436559047,0.9991093058842905
0,MOCS2,0.43604037,,0.6628074374141688,0.9991093058842905
0,MRPL19,0.43557033,,0.6631484913626691,0.9991093058842905
0,ZCCHC11,0.4342484,,0.6641080797840685,0.9991093058842905
0,SDHAF2,0.43072316,,0.666669672402386,0.9991093058842905
0,TMEM116,0.42640477,,0.669812925392994,0.9991093058842905
0,KLHL24,0.42528844,,0.6706264112662152,0.9991093058842905
0,RP11-589C21.6,0.42329082,,0.6720830864290142,0.9991093058842905
0,EIF2B1,0.4195306,,0.6748284022446702,0.9991093058842905
0,MRPS33,0.41720983,,0.6765249419097423,0.9991093058842905
0,ATPAF1,0.41706294,,0.6766323732173344,0.9991093058842905
0,OSBPL7,0.41553533,,0.6777500486080832,0.9991093058842905
0,CLYBL,0.41474217,,0.6783306601110102,0.9991093058842905
0,NARS,0.40992436,,0.6818614305319837,0.9991093058842905
0,GTPBP6,0.40883744,,0.6826589742286107,0.9991093058842905
0,WBP5,0.4025214,,0.6873003395779442,0.9991093058842905
0,UBE2D3,0.4017576,,0.6878624248336902,0.9991093058842905
0,PAICS,0.39814425,,0.6905238542632745,0.9991093058842905
0,NPHP3,0.39362022,,0.6938614487796027,0.9991093058842905
0,PGM2L1,0.39297393,,0.6943387349529822,0.9991093058842905
0,RP11-421L21.3,0.39209262,,0.6949897750794748,0.9991093058842905
0,COPS4,0.38874367,,0.6974657759848115,0.9991093058842905
0,HBP1,0.386041,,0.6994663051766536,0.9991093058842905
0,TMEM177,0.38289768,,0.7017956335650484,0.9991093058842905
0,ZNF528,0.38189885,,0.7025363822285866,0.9991093058842905
0,NOL11,0.38004813,,0.7039096924364527,0.9991093058842905
0,RAD23A,0.37922558,,0.7045203629338995,0.9991093058842905
0,MTERFD1,0.37899056,,0.7046948752274039,0.9991093058842905
0,C12orf45,0.37775674,,0.7056113195986284,0.9991093058842905
0,PPA2,0.3719401,,0.7099374349051348,0.9991093058842905
0,IP6K1,0.36885554,,0.7122353967220969,0.9991093058842905
0,GALM,0.3654772,,0.714755212951419,0.9991093058842905
0,ALKBH7,0.36430213,,0.7156324017772853,0.9991093058842905
0,SETD1B,0.36048314,,0.7184858539235514,0.9991093058842905
0,SNHG12,0.3596312,,0.7191229307955874,0.9991093058842905
0,ZMAT3,0.34790987,,0.7279078756347969,0.9991093058842905
0,MUM1,0.34767485,,0.7280843855213579,0.9991093058842905
0,MNAT1,0.3422989,,0.7321259705727197,0.9991093058842905
0,SEC31A,0.33892056,,0.7346695798547229,0.9991093058842905
0,THEM6,0.33865616,,0.7348687682149522,0.9991093058842905
0,GRAP,0.3385093,,0.7349794361226483,0.9991093058842905
0,OLA1,0.3383624,,0.7350901095330729,0.9991093058842905
0,SAMD4B,0.3346903,,0.737858726990203,0.9991093058842905
0,DOCK10,0.33046,,0.7410523926019752,0.9991093058842905
0,OTUD5,0.32802173,,0.7428952189267528,0.9991093058842905
0,NMNAT3,0.32558346,,0.7447395197476245,0.9991093058842905
0,RBBP6,0.32520157,,0.7450285190625381,0.9991093058842905
0,C22orf29,0.32358584,,0.7462516051953894,0.9991093058842905
0,LIMD2,0.32270455,,0.7469190128641023,0.9991093058842905
0,DENND6A,0.31994313,,0.7490114507287947,0.9991093058842905
0,CCM2,0.31559536,,0.7523096701586669,0.9991093058842905
0,SCFD1,0.30548972,,0.7599932019788344,0.9991093058842905
0,RP11-138A9.2,0.30375648,,0.7613134235075805,0.9991093058842905
0,CTA-29F11.1,0.29949683,,0.764560982279006,0.9991093058842905
0,CDKL3,0.2975286,,0.7660629820252528,0.9991093058842905
0,TNFRSF25,0.2963829,,0.7669376858571513,0.9991093058842905
0,POLD2,0.28780487,,0.7734961169662654,0.9991093058842905
0,PRRG2,0.28718793,,0.7739684151088833,0.9991093058842905
0,URB2,0.28718793,,0.7739684151088833,0.9991093058842905
0,UBXN1,0.28366274,,0.7766688620387774,0.9991093058842905
0,CASC4,0.28251702,,0.7775470905019102,0.9991093058842905
0,BET1,0.2821645,,0.7778173718921167,0.9991093058842905
0,ANKRD16,0.26724106,,0.7892835525416593,0.9991093058842905
0,RAB40C,0.26533157,,0.7907540382463846,0.9991093058842905
0,SLC25A14,0.26306957,,0.7924969621117038,0.9991093058842905
0,BBC3,0.26283455,,0.7926781047466733,0.9991093058842905
0,NBR1,0.26154196,,0.7936745890019188,0.9991093058842905
0,PDIK1L,0.26104257,,0.794059684604683,0.9991093058842905
0,FAM210B,0.26019064,,0.7947167282241163,0.9991093058842905
0,POLR2I,0.25839865,,0.7960992603850269,0.9991093058842905
0,CASC7,0.25622475,,0.7977772897128568,0.9991093058842905
0,KIF3A,0.25575474,,0.7981402300464205,0.9991093058842905
0,CHERP,0.25519657,,0.7985712783575494,0.9991093058842905
0,MCM3,0.25093693,,0.8018628708154943,0.9991093058842905
0,RP11-527L4.5,0.24990875,,0.8026579226663302,0.9991093058842905
0,CTD-2015H6.3,0.24990875,,0.8026579226663302,0.9991093058842905
0,NIT1,0.24714732,,0.8047942138338977,0.9991093058842905
0,SLC20A2,0.24277017,,0.8081834446413525,0.9991093058842905
0,SPAG9,0.24150696,,0.8091622175194786,0.9991093058842905
0,LRRC8C,0.24086067,,0.8096631006147454,0.9991093058842905
0,HOOK2,0.24024376,,0.8101412890398556,0.9991093058842905
0,EFCAB14,0.23686543,,0.8127611922268343,0.9991093058842905
0,ZNF567,0.23674792,,0.8128523572013893,0.9991093058842905
0,FBXO21,0.23674792,,0.8128523572013893,0.9991093058842905
0,PHKG2,0.23163635,,0.8168204720206296,0.9991093058842905
0,IRF9,0.23066692,,0.8175735788563773,0.9991093058842905
0,CYB5R1,0.23031439,,0.8178474776813428,0.9991093058842905
0,ARHGAP33,0.23025563,,0.8178931296484986,0.9991093058842905
0,ZNF682,0.2277586,,0.819833907238025,0.9991093058842905
0,NR2C2AP,0.22520283,,0.8218214934352395,0.9991093058842905
0,ILF3,0.22352834,,0.8231243263157859,0.9991093058842905
0,DIDO1,0.22070816,,0.8253196718431853,0.9991093058842905
0,PCNA,0.2197681,,0.8260517582588105,0.9991093058842905
0,POMT1,0.2135696,,0.8308827112024081,0.9991093058842905
0,RP11-314N13.3,0.21171886,,0.8323263770985014,0.9991093058842905
0,RP11-727F15.9,0.2112782,,0.8326701906439857,0.9991093058842905
0,SH3BGRL2,0.21060254,,0.833197433563451,0.9991093058842905
0,LAMP3,0.20969185,,0.8339081839978849,0.9991093058842905
0,LZTS2,0.2096331,,0.8339540435318538,0.9991093058842905
0,ICOS,0.20857553,,0.8347796115846357,0.9991093058842905
0,SRP72,0.20510907,,0.837486912346183,0.9991093058842905
0,SREBF1,0.20502093,,0.8375557672586451,0.9991093058842905
0,C16orf58,0.20402212,,0.8383362097602435,0.9991093058842905
0,OARD1,0.20343459,,0.8387953679314414,0.9991093058842905
0,OCIAD1,0.19893993,,0.842309732704439,0.9991093058842905
0,PRKD2,0.19773549,,0.8432520275241568,0.9991093058842905
0,ZNF587B,0.19206575,,0.8476907011912056,0.9991093058842905
0,CIAPIN1,0.19153696,,0.8481049194283132,0.9991093058842905
0,AC021860.1,0.19094943,,0.8485652111153515,0.9991093058842905
0,C3orf18,0.19094943,,0.8485652111153515,0.9991093058842905
0,SARDH,0.19018564,,0.8491636674917875,0.9991093058842905
0,C16orf52,0.19000937,,0.849301785168203,0.9991093058842905
0,C1RL-AS1,0.18974498,,0.849508970354928,0.9991093058842905
0,F5,0.18950997,,0.849693143691706,0.9991093058842905
0,SPSB2,0.18774736,,0.8510747045051326,0.9991093058842905
0,ZNF263,0.18710107,,0.8515813915937935,0.9991093058842905
0,ZNF32,0.1868073,,0.8518117241746768,0.9991093058842905
0,ARMCX5,0.18569098,,0.85268710310057,0.9991093058842905
0,EIF5B,0.18419276,,0.8538622387977306,0.9991093058842905
0,CEP120,0.1828708,,0.8548993926644749,0.9991093058842905
0,MMADHC,0.18140197,,0.8560520798743572,0.9991093058842905
0,GLTP,0.18104944,,0.8563287706030881,0.9991093058842905
0,RNF26,0.17761235,,0.8590274256190829,0.9991093058842905
0,GNPDA2,0.17364648,,0.8621433041069609,0.9991093058842905
0,USP51,0.17241265,,0.863113128535873,0.9991093058842905
0,FZD3,0.1715901,,0.8637597928714527,0.9991093058842905
0,PCAT1,0.17129633,,0.8639907665628058,0.9991093058842905
0,ANKEF1,0.17129633,,0.8639907665628058,0.9991093058842905
0,TTC14,0.17112006,,0.8641293563580024,0.9991093058842905
0,SRM,0.16894618,,0.8658389729038206,0.9991093058842905
0,ZNF195,0.16812363,,0.8664860190319705,0.9991093058842905
0,YTHDF2,0.1676536,,0.8668557998814862,0.9991093058842905
0,HCFC2,0.16747734,,0.8669944752171461,0.9991093058842905
0,RP11-412D9.4,0.16686043,,0.8674798711025047,0.9991093058842905
0,ZNF559,0.16580287,,0.8683120944882338,0.9991093058842905
0,LBR,0.15936933,,0.873377897995636,0.9991093058842905
0,LPIN1,0.1536996,,0.8778465964615926,0.9991093058842905
0,PLA2G12A,0.15296519,,0.8784257313992523,0.9991093058842905
0,RP11-798G7.6,0.15287705,,0.878495231970096,0.9991093058842905
0,ARL17A,0.15287705,,0.878495231970096,0.9991093058842905
0,RFPL2,0.15275955,,0.8785879008544137,0.9991093058842905
0,CCDC174,0.15132008,,0.87972322930672,0.9991093058842905
0,PHF14,0.15096755,,0.8800013067171135,0.9991093058842905
0,FLJ00104,0.14993937,,0.8808124502393996,0.9991093058842905
0,EID2,0.14908744,,0.8814846353623783,0.9991093058842905
0,GPM6B,0.14902869,,0.8815309961097374,0.9991093058842905
0,FXYD2,0.14653166,,0.8835017011077383,0.9991093058842905
0,GARS,0.14550346,,0.8843133781794847,0.9991093058842905
0,RBM7,0.14509219,,0.8846380830584533,0.9991093058842905
0,USP5,0.1429183,,0.8863547008893086,0.9991093058842905
0,PURA,0.14080317,,0.8880254356976198,0.9991093058842905
0,SLC4A7,0.1392462,,0.8892556005552323,0.9991093058842905
0,ANKHD1,0.13804175,,0.8902074206523742,0.9991093058842905
0,NUDCD1,0.13727796,,0.8908110959753788,0.9991093058842905
0,ACD,0.13595599,,0.8918560680398103,0.9991093058842905
0,C21orf33,0.13483967,,0.8927386352402983,0.9991093058842905
0,LY6G5B,0.13422276,,0.8932264268130866,0.9991093058842905
0,RP11-378J18.3,0.13422276,,0.8932264268130866,0.9991093058842905
0,OAT,0.1332827,,0.8939698058673192,0.9991093058842905
0,MCF2L,0.13310644,,0.894109199829264,0.9991093058842905
0,RGS14,0.132137,,0.8948759249647629,0.9991093058842905
0,RNF125,0.13204888,,0.8949456321309838,0.9991093058842905
0,IL24,0.13199012,,0.8949921040258441,0.9991093058842905
0,KLRC2,0.13122633,,0.8955962713968183,0.9991093058842905
0,WDR91,0.12981623,,0.8967118161573546,0.9991093058842905
0,TTN-AS1,0.12952247,,0.8969442470932331,0.9991093058842905
0,RABL2A,0.12699606,,0.8989435161620991,0.9991093058842905
0,C9orf37,0.12511595,,0.9004317613707536,0.9991093058842905
0,ADAL,0.12476342,,0.9007108464822916,0.9991093058842905
0,STMN1,0.12411713,,0.9012225343762514,0.9991093058842905
0,FBXO11,0.12153197,,0.9032696943176648,0.9991093058842905
0,CHD7,0.12041565,,0.9041538948551471,0.9991093058842905
0,ST7L,0.12029814,,0.90424697552932,0.9991093058842905
0,RCL1,0.11971061,,0.9047123986116967,0.9991093058842905
0,PDCD2L,0.11877055,,0.9054571435693094,0.9991093058842905
0,BGLAP,0.11456966,-4.077745,0.9087862295348743,0.9991093058842905
0,CTD-2517O10.6,0.11456966,-4.4963956,0.9087862295348743,0.9991093058842905
0,PBLD,0.11456966,-4.3721814,0.9087862295348743,0.9991093058842905
0,ARVCF,0.11448153,,0.908856087865598,0.9991093058842905
0,SEC61A2,0.11368836,,0.9094848444950316,0.9991093058842905
0,RP1-29C18.10,0.113453336,,0.9096711536621798,0.9991093058842905
0,EGFL7,0.113453336,,0.9096711536621798,0.9991093058842905
0,ISG20L2,0.113306455,,0.9097875994149345,0.9991093058842905
0,EARS2,0.11236639,,0.91053289801902,0.9991093058842905
0,PDZD4,0.11233702,,0.9105561898723932,0.9991093058842905
0,IDUA,0.11221951,,0.9106493580543443,0.9991093058842905
0,DHX34,0.109663725,,0.9126760677962593,0.9991093058842905
0,ZFP69,0.109516844,,0.9127925627560174,0.9991093058842905
0,ERCC6L2,0.10845928,,0.9136313816348596,0.9991093058842905
0,KRT1,0.10787174,,0.9140974337591904,0.9991093058842905
0,CRTC1,0.107548594,,0.9143537750285976,0.9991093058842905
0,ZNF561,0.10537471,,0.9160784829061646,0.9991093058842905
0,SMC2,0.105139695,,0.9162649616226924,0.9991093058842905
0,LTV1,0.105022185,,0.916358202709529,0.9991093058842905
0,CLPX,0.10466967,,0.916637932869049,0.9991093058842905
0,SEPT11,0.103465214,,0.9175937552509742,0.9991093058842905
0,CKS1B,0.102348894,,0.9184797458051221,0.9991093058842905
0,PLEKHA1,0.10017501,,0.9202053853627263,0.9991093058842905
0,ACOT13,0.099646226,,0.9206251926610779,0.9991093058842905
0,CPSF3L,0.09946997,,0.9207651333486561,0.9991093058842905
0,CPNE2,0.09873555,,0.9213482459077948,0.9991093058842905
0,PSMC5,0.09832427,,0.9216748074309691,0.9991093058842905
0,TSSC1,0.09779549,,0.9220946916433913,0.9991093058842905
0,GTF2B,0.09617976,,0.9233778052264424,0.9991093058842905
0,TAL1,0.09603287,,0.9234944618538548,0.9991093058842905
0,RP1-28O10.1,0.095004685,,0.9243111041810987,0.9991093058842905
0,SNTA1,0.095004685,-2.8705707,0.9243111041810987,0.9991093058842905
0,LINC00886,0.09491656,-5.2147202,0.9243811058190121,0.9991093058842905
0,CAMK2N1,0.09491656,-3.4222693,0.9243811058190121,0.9991093058842905
0,DRAXIN,0.09491656,-2.364338,0.9243811058190121,0.9991093058842905
0,TCTN2,0.09491656,-2.4689755,0.9243811058190121,0.9991093058842905
0,CDCA7L,0.09462279,,0.9246144488381409,0.9991093058842905
0,PCP2,0.09391774,-3.2902873,0.925174498510432,0.9991093058842905
0,LYSMD4,0.09380024,-3.2964668,0.9252678437354731,0.9991093058842905
0,OSBPL1A,0.09368273,-4.5027432,0.9253611899893912,0.9991093058842905
0,PMEPA1,0.09327146,,0.9256879099620651,0.9991093058842905
0,TMEM194A,0.09192012,,0.9267615063945318,0.9991093058842905
0,C6orf25,0.09136196,,0.9272049874293397,0.9991093058842905
0,TMEM87A,0.09004,,0.9282554272115333,0.9991093058842905
0,NOL9,0.08821864,,0.9297029042437617,0.9991093058842905
0,MAP3K7,0.08545721,,0.9318979082841157,0.9991093058842905
0,TMEM87B,0.0851047,,0.932178159201694,0.9991093058842905
0,DYNC2LI1,0.08495781,,0.9322949329008672,0.9991093058842905
0,GOT2,0.080228135,,0.936055811020716,0.9991093058842905
0,PIGG,0.07928808,,0.9368034874477823,0.9991093058842905
0,TFAM,0.07928808,,0.9368034874477823,0.9991093058842905
0,BOLA1,0.07764298,,0.9381120549015762,0.9991093058842905
0,C2CD4D,0.076379776,-2.6413372,0.9391169614059409,0.9991093058842905
0,PRKAR2B,0.07535158,-2.0708733,0.9399349802140489,0.9991093058842905
0,ATAD3C,0.07535158,-2.3978457,0.9399349802140489,0.9991093058842905
0,SPATA7,0.075263456,-2.0075698,0.9400050990731456,0.9991093058842905
0,FBXL14,0.075263456,-1.7765921,0.9400050990731456,0.9991093058842905
0,RPH3A,0.075263456,-1.7458757,0.9400050990731456,0.9991093058842905
0,WBP2NL,0.075263456,-1.7292843,0.9400050990731456,0.9991093058842905
0,THBS1,0.075263456,-1.7497342,0.9400050990731456,0.9991093058842905
0,CTB-113I20.2,0.07438215,,0.9407063131552763,0.9991093058842905
0,TRAPPC12-AS1,0.07426464,-2.1897078,0.940799811851221,0.9991093058842905
0,LINC00843,0.074147135,-2.064428,0.9408933113630988,0.9991093058842905
0,RP11-532F6.3,0.074059,-2.1181815,0.9409634365316909,0.9991093058842905
0,AL590452.1,0.07332458,-3.9652357,0.9415478306845151,0.9991093058842905
0,PSKH1,0.06988749,,0.9442832084960786,0.9991093058842905
0,ZFAND4,0.06968185,,0.9444468847325946,0.9991093058842905
0,DPY30,0.06830114,,0.9455459141497212,0.9991093058842905
0,FAM63A,0.06800737,,0.9457797636389357,0.9991093058842905
0,MTRF1,0.06647978,-4.011303,0.9469958558419267,0.9991093058842905
